prix,adresse,marque,dim_ecr,ram,stockage,etat
237043,Ouakam,ZTE,6.0,11,94,Réconditionné
462044,Liberte 5,iPhone,5.0,12,157,Réconditionné
362044,Ngor,iPhone,6.0,10,158,Réconditionné
237043,Ngaparou,iPhone,6.0,10,93,Réconditionné
462046,Keur ndiaye lô,ZTE,6.0,10,157,Réconditionné
362044,Ngor,iPad,6.0,10,158,Réconditionné
237042,Nord foire,iPad,6.0,12,94,Réconditionné
462045,Liberte 5,iPhone,7.0,11,158,Réconditionné
362043,Ouakam,Xiaomi,6.0,12,159,Réconditionné
237044,Nord foire,iPhone,5.0,11,94,Réconditionné
462045,Liberte 5,iPhone,6.0,14,157,Réconditionné
362043,Ngaparou,ZTE,7.0,11,157,Réconditionné
237044,Nord foire,iPhone,6.0,11,95,Réconditionné
462043,Liberte 6,iPad,7.0,12,158,Réconditionné
362046,Ngor,iPhone,6.0,13,159,Réconditionné
237045,Nord foire,iPad,6.0,12,93,Réconditionné
462044,Keur ndiaye lô,iPad,6.0,13,157,Réconditionné
362043,Ouakam,iPhone,6.0,13,156,Réconditionné
237043,Ouakam,iPad,6.0,12,94,Réconditionné
462044,Hlm,iPad,6.0,12,157,Réconditionné
362045,Nord foire,iPhone,8.0,11,157,Réconditionné
237042,Ngor,iPad,6.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPad,5.0,11,158,Réconditionné
362043,Nord foire,ZTE,6.0,10,157,Réconditionné
237045,Nord foire,iPad,6.0,12,92,Réconditionné
462044,Liberte 6,iPad,6.0,11,157,Réconditionné
362044,Nord foire,ZTE,4.0,13,157,Réconditionné
237043,Nord foire,iPad,5.0,13,93,Réconditionné
462046,Keur ndiaye lô,iPhone,6.0,10,159,Réconditionné
362042,Ouakam,iPhone,5.0,12,157,Réconditionné
237043,Ngor,iPhone,5.0,11,93,Réconditionné
462046,Liberte 6,iPhone,8.0,11,158,Réconditionné
362045,Nord foire,ZTE,6.0,11,158,Réconditionné
237042,Ouakam,iPad,4.0,11,92,Réconditionné
462044,Liberte 6,iPhone,6.0,10,155,Réconditionné
362045,Nord foire,iPhone,5.0,11,157,Réconditionné
237044,Ngor,iPhone,6.0,11,95,Réconditionné
462044,Keur ndiaye lô,iPad,7.0,13,157,Réconditionné
362042,Ouakam,iPad,5.0,12,158,Réconditionné
237043,Ngaparou,ZTE,6.0,12,92,Réconditionné
462044,Liberte 6,iPhone,9.0,12,158,Réconditionné
362042,Ouakam,iPhone,6.0,12,157,Réconditionné
237045,Ngor,iPad,6.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,10,158,Réconditionné
362044,Ngor,iPhone,7.0,13,157,Réconditionné
237043,Ngaparou,iPad,7.0,11,95,Réconditionné
462044,Liberte 5,iPad,7.0,13,158,Réconditionné
362043,Parcelles Assainies,iPad,7.0,12,159,Réconditionné
237045,Nord foire,iPhone,9.0,10,94,Réconditionné
462045,Liberte 5,ZTE,5.0,10,156,Réconditionné
362044,Nord foire,ZTE,6.0,10,159,Réconditionné
237043,Nord foire,iPad,6.0,11,95,Réconditionné
462045,Liberte 6 extension,iPad,7.0,9,157,Réconditionné
362044,Nord foire,iPhone,7.0,12,156,Réconditionné
237044,Ngaparou,iPad,8.0,14,95,Réconditionné
462043,Liberte 5,ZTE,8.0,13,159,Réconditionné
362041,Ngor,iPhone,6.0,13,158,Réconditionné
237045,Ngor,iPhone,5.0,11,94,Réconditionné
462045,Liberte 5,iPad,6.0,10,158,Réconditionné
362044,Ouest foire,iPad,7.0,10,158,Réconditionné
237045,Nord foire,iPhone,6.0,10,94,Réconditionné
462045,Liberte 5,iPad,7.0,12,157,Réconditionné
362047,Ouakam,iPhone,6.0,11,157,Réconditionné
237044,Nord foire,iPhone,5.0,10,92,Réconditionné
462046,Keur ndiaye lô,iPhone,8.0,11,157,Réconditionné
362043,Ngaparou,iPhone,8.0,11,158,Réconditionné
237043,Ngor,iPad,7.0,11,93,Réconditionné
462043,Liberte 5,ZTE,5.0,11,157,Réconditionné
362047,Ngor,ZTE,7.0,12,157,Réconditionné
237044,Nord foire,iPad,5.0,12,95,Réconditionné
462044,Liberte 5,iPhone,7.0,13,158,Réconditionné
362043,Ouakam,iPhone,7.0,12,156,Réconditionné
237044,Ngaparou,ZTE,7.0,13,93,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,12,158,Réconditionné
362045,Ngor,iPad,8.0,12,157,Réconditionné
237046,Nord foire,iPad,5.0,11,93,Réconditionné
462044,Liberte 5,iPad,7.0,12,156,Réconditionné
362045,Ouakam,ZTE,6.0,13,156,Réconditionné
237044,Ngor,iPad,6.0,12,95,Réconditionné
462045,Keur ndiaye lô,iPhone,6.0,9,156,Réconditionné
362044,Nord foire,iPhone,7.0,12,158,Réconditionné
237046,Nord foire,ZTE,4.0,12,94,Réconditionné
462044,Liberte 6,ZTE,4.0,11,157,Réconditionné
362044,Ngaparou,iPhone,7.0,10,156,Réconditionné
237045,Nord foire,iPhone,6.0,13,95,Réconditionné
462044,Liberte 6,iPhone,5.0,11,158,Réconditionné
362044,Ngor,iPhone,7.0,12,157,Réconditionné
237045,Nord foire,iPad,8.0,11,93,Réconditionné
462044,Keur ndiaye lô,iPhone,7.0,12,158,Réconditionné
362044,Ngor,iPhone,6.0,13,157,Réconditionné
237044,Ouest foire,ZTE,7.0,11,94,Réconditionné
462044,Liberte 6,iPad,7.0,13,160,Réconditionné
362044,Nord foire,iPad,5.0,11,158,Réconditionné
237045,Nord foire,iPhone,6.0,12,92,Réconditionné
462044,Liberte 5,iPad,4.0,11,158,Réconditionné
362043,Ouakam,iPad,6.0,12,158,Réconditionné
237044,Ouakam,iPhone,7.0,10,94,Réconditionné
462043,Liberte 5,iPhone,6.0,13,159,Réconditionné
362046,Ngaparou,iPhone,5.0,12,157,Réconditionné
237046,Ouest foire,iPhone,8.0,9,94,Réconditionné
462044,Liberte 5,ZTE,7.0,11,159,Réconditionné
362046,Nord foire,iPhone,7.0,11,158,Réconditionné
237044,Nord foire,iPad,5.0,11,93,Réconditionné
462046,Liberte 6,iPad,5.0,11,158,Réconditionné
362045,Nord foire,iPhone,6.0,12,157,Réconditionné
237043,Ngor,Xiaomi,6.0,15,93,Réconditionné
462046,Liberte 5,iPhone,5.0,12,158,Réconditionné
362043,Ngor,iPad,7.0,10,158,Réconditionné
237046,Nord foire,Xiaomi,8.0,11,92,Réconditionné
462044,Hlm grand-yoff,iPhone,7.0,11,158,Réconditionné
362045,Ouakam,iPhone,8.0,13,157,Réconditionné
237043,Ngor,ZTE,7.0,11,95,Réconditionné
462045,Hlm grand-yoff,ZTE,5.0,12,157,Réconditionné
362046,Ouakam,iPhone,6.0,12,158,Réconditionné
237043,Ouest foire,ZTE,7.0,11,94,Réconditionné
462042,Liberte 6,iPhone,6.0,9,158,Réconditionné
362044,Nord foire,iPhone,6.0,12,159,Réconditionné
237045,Ouakam,iPad,6.0,13,94,Réconditionné
462043,Liberte 5,iPhone,7.0,12,157,Réconditionné
362044,Nord foire,ZTE,4.0,11,159,Réconditionné
237045,Nord foire,iPhone,6.0,12,94,Réconditionné
462044,Liberte 6,iPad,8.0,12,159,Réconditionné
362045,Ngor,iPhone,5.0,10,156,Réconditionné
237046,Nord foire,iPad,7.0,11,96,Réconditionné
462045,Keur ndiaye lô,iPad,7.0,12,157,Réconditionné
362043,Ouakam,iPad,5.0,13,158,Réconditionné
237044,Ouakam,iPad,4.0,11,95,Réconditionné
462043,Hlm grand-yoff,iPhone,5.0,11,158,Réconditionné
362043,Nord foire,iPhone,5.0,12,157,Réconditionné
237044,Ngor,iPad,6.0,11,93,Réconditionné
462046,Liberte 5,iPhone,5.0,12,158,Réconditionné
362044,Nord foire,iPad,6.0,10,158,Réconditionné
237043,Nord foire,iPhone,5.0,12,93,Réconditionné
462045,Liberte 6,iPad,6.0,14,158,Réconditionné
362043,Ngaparou,iPhone,8.0,11,158,Réconditionné
237043,Ouakam,iPhone,9.0,10,95,Réconditionné
462043,Liberte 6,iPhone,6.0,11,159,Réconditionné
362043,Ngaparou,iPad,6.0,10,157,Réconditionné
237044,Nord foire,iPhone,6.0,13,93,Réconditionné
462046,Liberte 5,ZTE,6.0,13,158,Réconditionné
362044,Nord foire,ZTE,6.0,11,157,Réconditionné
237045,Ngor,iPad,6.0,12,94,Réconditionné
462044,Keur ndiaye lô,ZTE,6.0,11,156,Réconditionné
362045,Ngor,iPhone,8.0,14,157,Réconditionné
237047,Nord foire,iPad,5.0,12,94,Réconditionné
462043,Liberte 5,ZTE,6.0,11,157,Réconditionné
362044,Ngor,iPhone,5.0,10,159,Réconditionné
237044,Nord foire,ZTE,8.0,12,94,Réconditionné
462044,Hlm grand-yoff,iPhone,7.0,12,156,Réconditionné
362044,Ouakam,iPad,4.0,13,158,Réconditionné
237043,Nord foire,iPhone,6.0,12,93,Réconditionné
462046,Keur ndiaye lô,iPad,6.0,12,158,Réconditionné
362045,Nord foire,iPad,6.0,13,158,Réconditionné
237044,Nord foire,iPhone,5.0,12,93,Réconditionné
462043,Keur ndiaye lô,iPhone,4.0,11,157,Réconditionné
362045,Ngor,ZTE,6.0,12,158,Réconditionné
237045,Nord foire,ZTE,6.0,10,94,Réconditionné
462045,Liberte 6,iPad,6.0,13,158,Réconditionné
362043,Nord foire,iPad,6.0,11,158,Réconditionné
237046,Ouakam,iPhone,8.0,11,93,Réconditionné
462045,Hlm grand-yoff,iPad,7.0,9,158,Réconditionné
362045,Nord foire,iPhone,8.0,11,157,Réconditionné
237043,Ouakam,iPad,8.0,12,94,Réconditionné
462045,Liberte 5,iPhone,7.0,12,159,Réconditionné
362045,Ouakam,ZTE,5.0,13,158,Réconditionné
237045,Médina,iPhone,6.0,13,93,Réconditionné
462045,Liberte 6,iPhone,6.0,11,156,Réconditionné
362045,Nord foire,ZTE,5.0,9,158,Réconditionné
237044,Nord foire,ZTE,7.0,11,93,Réconditionné
462044,Liberte 6 extension,iPhone,6.0,10,157,Réconditionné
362044,Ngor,iPad,6.0,10,157,Réconditionné
237044,Nord foire,iPad,7.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPad,6.0,12,158,Réconditionné
362045,Ouakam,ZTE,6.0,12,159,Réconditionné
237044,Ouakam,iPad,5.0,12,94,Réconditionné
462043,Hlm grand-yoff,iPad,8.0,12,155,Réconditionné
362044,Nord foire,iPhone,6.0,11,157,Réconditionné
237044,Ngor,iPhone,7.0,12,94,Réconditionné
462045,Liberte 5,iPad,7.0,12,159,Réconditionné
362044,Nord foire,iPad,7.0,12,159,Réconditionné
237045,Ouakam,iPad,6.0,13,95,Réconditionné
462044,Liberte 5,iPhone,8.0,11,159,Réconditionné
362045,Nord foire,iPhone,5.0,11,156,Réconditionné
237044,Nord foire,ZTE,7.0,12,93,Réconditionné
462044,Liberte 5,iPad,6.0,14,158,Réconditionné
362044,Ngor,iPhone,5.0,12,160,Réconditionné
237045,Nord foire,iPhone,5.0,11,95,Réconditionné
462043,Liberte 5,iPad,5.0,12,158,Réconditionné
362043,Ngor,iPhone,6.0,11,156,Réconditionné
237043,Nord foire,iPad,6.0,10,94,Réconditionné
462043,Liberte 5,iPhone,7.0,11,159,Réconditionné
362045,Nord foire,iPhone,4.0,11,157,Réconditionné
237045,Ouakam,iPhone,7.0,11,93,Réconditionné
462044,Liberte 5,iPhone,6.0,11,157,Réconditionné
362043,Nord foire,ZTE,5.0,12,158,Réconditionné
237044,Nord foire,iPad,7.0,11,91,Réconditionné
462043,Liberte 5,iPhone,7.0,11,157,Réconditionné
362045,Nord foire,iPad,8.0,12,157,Réconditionné
237044,Nord foire,ZTE,7.0,10,93,Réconditionné
462045,Liberte 6,iPhone,7.0,14,159,Réconditionné
362045,Ngor,iPhone,6.0,13,159,Réconditionné
237043,Ouakam,iPhone,5.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,11,159,Réconditionné
362043,Nord foire,ZTE,7.0,12,156,Réconditionné
237044,Ngaparou,iPad,7.0,11,93,Réconditionné
462045,Keur ndiaye lô,ZTE,6.0,14,157,Réconditionné
362045,Nord foire,iPhone,6.0,9,157,Réconditionné
237044,Ngor,iPhone,6.0,11,92,Réconditionné
462044,Keur ndiaye lô,iPad,5.0,13,157,Réconditionné
362044,Nord foire,ZTE,5.0,10,158,Réconditionné
237044,Nord foire,iPad,6.0,12,93,Réconditionné
462046,Liberte 5,iPhone,7.0,11,158,Réconditionné
362041,Ngor,iPhone,6.0,13,157,Réconditionné
237045,Ouakam,iPad,7.0,10,93,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,11,157,Réconditionné
362044,Nord foire,iPad,6.0,11,156,Réconditionné
237046,Ngaparou,iPhone,6.0,12,93,Réconditionné
462044,Liberte 6,iPhone,6.0,11,160,Réconditionné
362045,Ngor,iPad,7.0,13,157,Réconditionné
237043,Ngor,iPhone,4.0,11,94,Réconditionné
462045,Hlm grand-yoff,iPhone,5.0,12,157,Réconditionné
362045,Ouakam,iPhone,6.0,11,157,Réconditionné
237044,Nord foire,iPhone,6.0,12,93,Réconditionné
462046,Liberte 6 extension,iPad,7.0,12,158,Réconditionné
362045,Ouakam,ZTE,6.0,12,157,Réconditionné
237045,Ngor,iPhone,4.0,11,93,Réconditionné
462045,Liberte 6,iPhone,7.0,12,158,Réconditionné
362045,Ouakam,iPad,5.0,13,157,Réconditionné
237043,Nord foire,iPhone,5.0,12,94,Réconditionné
462045,Liberte 5,iPad,7.0,11,158,Réconditionné
362043,Ouakam,iPad,6.0,12,157,Réconditionné
237044,Nord foire,iPhone,8.0,11,95,Réconditionné
462045,Liberte 5,iPhone,7.0,12,159,Réconditionné
362043,Parcelles Assainies,ZTE,6.0,10,159,Réconditionné
237044,Nord foire,iPad,6.0,12,93,Réconditionné
462045,Liberte 5,iPhone,7.0,14,156,Réconditionné
362043,Ouakam,iPhone,7.0,13,158,Réconditionné
237044,Nord foire,iPad,5.0,12,93,Réconditionné
462045,Liberte 5,iPad,7.0,11,157,Réconditionné
362042,Ngor,ZTE,6.0,10,158,Réconditionné
237043,Nord foire,iPad,6.0,13,93,Réconditionné
462044,Liberte 5,iPhone,5.0,11,157,Réconditionné
362045,Ngor,iPhone,6.0,10,158,Réconditionné
237043,Nord foire,iPhone,6.0,10,94,Réconditionné
462044,Liberte 5,iPad,7.0,12,158,Réconditionné
362046,Ngor,iPhone,6.0,12,159,Réconditionné
237045,Nord foire,iPad,8.0,12,95,Réconditionné
462043,Liberte 5,ZTE,6.0,12,157,Réconditionné
362045,Nord foire,iPad,5.0,11,157,Réconditionné
237046,Nord foire,iPhone,7.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPad,6.0,12,157,Réconditionné
362044,Nord foire,ZTE,4.0,13,158,Réconditionné
237045,Ouakam,iPad,5.0,13,93,Réconditionné
462045,Liberte 5,ZTE,7.0,12,157,Réconditionné
362043,Ouakam,iPad,5.0,12,160,Réconditionné
237044,Ngor,iPhone,8.0,14,94,Réconditionné
462047,Hlm grand-yoff,iPhone,8.0,11,158,Réconditionné
362046,Ngor,iPad,5.0,12,157,Réconditionné
237044,Ngor,iPad,6.0,11,93,Réconditionné
462045,Liberte 6,iPhone,5.0,12,158,Réconditionné
362045,Nord foire,iPad,5.0,12,157,Réconditionné
237043,Nord foire,iPhone,5.0,12,93,Réconditionné
462044,Liberte 5,ZTE,6.0,12,157,Réconditionné
362045,Ngor,iPad,7.0,10,157,Réconditionné
237043,Ouakam,iPhone,6.0,11,95,Réconditionné
462043,Liberte 6,iPhone,7.0,11,157,Réconditionné
362045,Nord foire,iPad,6.0,11,156,Réconditionné
237043,Ouakam,iPad,8.0,14,92,Réconditionné
462045,Liberte 6,ZTE,6.0,12,160,Réconditionné
362046,Ouakam,iPhone,6.0,12,157,Réconditionné
237045,Nord foire,iPhone,6.0,13,95,Réconditionné
462043,Keur ndiaye lô,iPad,7.0,13,159,Réconditionné
362045,Ngor,iPad,5.0,12,156,Réconditionné
237044,Nord foire,iPad,7.0,12,93,Réconditionné
462044,Liberte 6,iPhone,9.0,11,158,Réconditionné
362043,Nord foire,iPad,6.0,12,158,Réconditionné
237045,Nord foire,iPhone,7.0,14,93,Réconditionné
462046,Liberte 5,ZTE,8.0,10,157,Réconditionné
362043,Nord foire,iPhone,5.0,11,157,Réconditionné
237045,Nord foire,iPad,6.0,12,94,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,12,158,Réconditionné
362046,Nord foire,iPhone,7.0,11,158,Réconditionné
237044,Ngaparou,iPhone,6.0,11,94,Réconditionné
462044,Liberte 6,iPad,6.0,12,157,Réconditionné
362045,Nord foire,iPhone,6.0,12,158,Réconditionné
237043,Nord foire,iPad,5.0,11,93,Réconditionné
462044,Liberte 5,iPhone,6.0,11,157,Réconditionné
362046,Ouakam,iPhone,5.0,11,157,Réconditionné
237045,Ouest foire,Xiaomi,6.0,12,93,Réconditionné
462046,Liberte 6,iPad,5.0,13,157,Réconditionné
362044,Ngor,iPhone,8.0,15,156,Réconditionné
237044,Ngor,iPhone,6.0,12,93,Réconditionné
462044,Liberte 6,iPad,7.0,11,160,Réconditionné
362045,Nord foire,iPhone,6.0,11,159,Réconditionné
237044,Nord foire,iPhone,7.0,12,95,Réconditionné
462044,Keur ndiaye lô,iPhone,6.0,12,157,Réconditionné
362045,Nord foire,iPhone,6.0,11,158,Réconditionné
237044,Nord foire,ZTE,6.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPad,6.0,12,159,Réconditionné
362045,Ngor,iPad,7.0,11,158,Réconditionné
237045,Nord foire,ZTE,6.0,11,95,Réconditionné
462044,Keur ndiaye lô,iPad,7.0,11,158,Réconditionné
362043,Nord foire,iPhone,6.0,12,160,Réconditionné
237043,Ouakam,ZTE,7.0,11,95,Réconditionné
462044,Liberte 5,iPhone,6.0,11,158,Réconditionné
362045,Ngor,iPhone,7.0,12,157,Réconditionné
237043,Ouakam,iPhone,6.0,11,94,Réconditionné
462044,Liberte 6,ZTE,6.0,11,159,Réconditionné
362045,Ouakam,iPhone,7.0,10,159,Réconditionné
237046,Ngor,iPhone,4.0,13,93,Réconditionné
462045,Hlm grand-yoff,iPhone,6.0,13,158,Réconditionné
362046,Nord foire,iPad,5.0,12,160,Réconditionné
237044,Ouakam,iPad,4.0,13,96,Réconditionné
462045,Liberte 5,iPhone,6.0,10,157,Réconditionné
362043,Ouakam,iPad,4.0,12,160,Réconditionné
237043,Ouakam,iPad,6.0,8,95,Réconditionné
462046,Hlm,iPhone,6.0,11,159,Réconditionné
362042,Ngor,iPhone,6.0,10,158,Réconditionné
237045,Ouest foire,iPhone,7.0,12,94,Réconditionné
462044,Keur ndiaye lô,iPad,6.0,12,158,Réconditionné
362045,Nord foire,iPhone,6.0,13,158,Réconditionné
237044,Ngor,iPhone,6.0,11,95,Réconditionné
462043,Liberte 5,iPad,6.0,10,157,Réconditionné
362045,Ouakam,iPhone,5.0,13,157,Réconditionné
237043,Ouakam,iPhone,6.0,11,93,Réconditionné
462045,Keur ndiaye lô,iPad,5.0,13,157,Réconditionné
362045,Ngor,iPad,8.0,10,158,Réconditionné
237044,Ouest foire,iPhone,7.0,11,94,Réconditionné
462044,Liberte 5,iPhone,6.0,11,158,Réconditionné
362043,Ouest foire,iPhone,7.0,12,158,Réconditionné
237044,Parcelles Assainies,iPhone,7.0,11,95,Réconditionné
462045,Keur ndiaye lô,iPad,7.0,10,157,Réconditionné
362046,Nord foire,iPad,6.0,11,157,Réconditionné
237047,Nord foire,iPad,6.0,10,94,Réconditionné
462045,Keur ndiaye lô,iPhone,8.0,12,157,Réconditionné
362045,Nord foire,iPad,6.0,13,157,Réconditionné
237044,Ngor,ZTE,5.0,11,93,Réconditionné
462042,Liberte 6 extension,iPad,6.0,11,157,Réconditionné
362045,Ngor,iPad,8.0,10,157,Réconditionné
237043,Ouakam,iPad,6.0,9,94,Réconditionné
462046,Liberte 6,ZTE,6.0,12,157,Réconditionné
362042,Ouakam,iPhone,7.0,11,158,Réconditionné
237046,Ouakam,ZTE,4.0,12,94,Réconditionné
462044,Liberte 5,iPad,6.0,10,157,Réconditionné
362044,Nord foire,iPad,4.0,12,159,Réconditionné
237044,Ngor,iPhone,6.0,12,93,Réconditionné
462045,Liberte 5,iPad,7.0,12,158,Réconditionné
362045,Ouakam,iPad,7.0,13,157,Réconditionné
237045,Ngor,Xiaomi,6.0,10,95,Réconditionné
462045,Hlm grand-yoff,iPhone,5.0,12,159,Réconditionné
362044,Ouakam,Xiaomi,5.0,11,158,Réconditionné
237045,Ouakam,iPhone,6.0,12,94,Réconditionné
462044,Keur ndiaye lô,iPad,5.0,13,157,Réconditionné
362043,Nord foire,iPad,7.0,12,158,Réconditionné
237044,Ngor,iPhone,9.0,11,94,Réconditionné
462044,Hlm,iPhone,7.0,12,158,Réconditionné
362044,Ngor,Xiaomi,6.0,11,158,Réconditionné
237045,Ngor,iPhone,6.0,11,94,Réconditionné
240000,Médina,Samsung,6.0,12,128,Neuf
530000,Médina,iPhone,6.0,12,128,Neuf
500000,Médina,iPhone,6.0,12,128,Neuf
250000,Médina,iPhone,6.0,12,128,Neuf
360000,Almadies,iPhone,6.0,12,128,Neuf
1500000,Plateau,Google,7.0,16,256,Neuf
315000,Plateau,iPhone,6.0,12,128,Neuf
465000,Médina,iPhone,6.0,12,512,Neuf
200000,Plateau,Huawei,6.0,8,256,Neuf
550000,Médina,iPhone,6.0,12,256,Neuf
1050000,Plateau,Samsung,6.0,12,256,Neuf
900000,Plateau,Samsung,7.0,12,256,Neuf
425000,VDN,iPhone,6.0,6,128,Neuf
750000,Sicap Sacré-cœur,Samsung,6.0,12,512,Neuf
580000,Plateau,Samsung,6.0,12,256,Neuf
760000,Plateau,iPhone,6.0,12,256,Neuf
900000,Plateau,Samsung,7.0,12,256,Neuf
680000,Plateau,iPhone,6.0,12,256,Neuf
600000,Plateau,iPhone,6.0,12,128,Neuf
700000,Plateau,iPhone,6.0,12,256,Neuf
210000,Médina,Google,6.0,12,128,Neuf
290000,Plateau,iPhone,5.0,3,256,Neuf
749000,Fenêtre mermoz,iPhone,6.0,12,256,Neuf
699000,Fenêtre mermoz,iPhone,6.0,12,256,Neuf
175000,Médina,iPhone,6.0,12,128,Neuf
60000,Guediawaye,Huawei,6.0,6,128,Neuf
1700000,Médina,iPad,6.0,12,2000,Neuf
285000,Plateau,Xiaomi,6.0,12,512,Neuf
420000,Liberte 6 extension,iPhone,6.0,6,128,Neuf
320000,Liberte 6 extension,iPhone,6.0,6,128,Neuf
750000,Plateau,Huawei,6.0,12,512,Neuf
1025000,Plateau,Samsung,6.0,12,256,Neuf
550000,Plateau,Samsung,6.0,12,256,Neuf
360000,Plateau,Samsung,6.0,12,256,Neuf
290000,Plateau,iPhone,6.0,12,128,Neuf
110000,Patte d‘oie,Samsung,6.0,8,256,Neuf
400000,Plateau,Samsung,6.0,12,256,Neuf
780000,Plateau,iPhone,6.0,12,256,Neuf
2400000,Plateau,Huawei,7.0,12,512,Neuf
70000,Colobane,Tecno,6.0,8,128,Neuf
60000,Colobane,Samsung,6.0,4,64,Neuf
85000,Colobane,Samsung,6.0,4,128,Neuf
20000,Colobane,Atouch,6.0,12,128,Neuf
18000,Colobane,Autres,6.0,12,128,Neuf
599000,Fenêtre mermoz,Samsung,6.0,12,256,Neuf
340000,Plateau,Samsung,6.0,12,256,Neuf
290000,Sicap foire,Samsung,6.0,12,128,Neuf
40000,Ouakam,iPhone,6.0,32,128,Neuf
140000,Médina,Oppo,6.0,8,128,Neuf
540000,Liberte 6 extension,iPhone,6.0,6,256,Neuf
1300000,Médina,Samsung,6.0,12,1000,Neuf
1250000,Yoff,Samsung,10.0,12,1000,Neuf
169000,Plateau,Samsung,6.0,6,128,Neuf
88000,Patte d‘oie,Samsung,6.0,8,256,Neuf
59900,Colobane,Infinix,6.0,8,128,Neuf
395000,Plateau,iPhone,6.0,12,256,Neuf
660000,Plateau,Samsung,6.0,12,512,Neuf
1100000,Plateau,Samsung,7.0,12,512,Neuf
220000,Médina,Samsung,6.0,12,128,Neuf
50000,Hlm,Autres,6.0,16,1000,Neuf
245000,Plateau,Google,6.0,8,128,Neuf
520000,Médina,iPhone,6.0,12,256,Neuf
380000,Point-e,iPhone,6.0,12,128,Neuf
600000,Point-e,iPhone,6.0,12,128,Neuf
325000,Plateau,Samsung,6.0,12,256,Neuf
395000,Plateau,Samsung,6.0,12,256,Neuf
445000,Plateau,iPhone,6.0,12,128,Neuf
89900,Colobane,Xiaomi,6.0,8,256,Neuf
35000,Colobane,Samsung,6.0,4,128,Neuf
35000,Colobane,Autres,6.0,3,32,Neuf
875000,Plateau,Huawei,6.0,16,512,Neuf
430000,Médina,iPhone,6.0,12,128,Neuf
35000,Colobane,Tecno,6.0,4,128,Neuf
75000,Colobane,Huawei,6.0,8,128,Neuf
89900,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
370000,Médina,iPhone,7.0,9,256,Neuf
475000,Fenêtre mermoz,iPhone,6.0,12,128,Neuf
100000,Plateau,Samsung,6.0,12,128,Neuf
585000,Médina,iPhone,6.0,12,128,Neuf
300000,Fenêtre mermoz,Google,6.0,12,256,Neuf
335000,Pikine,Xiaomi,6.0,12,256,Neuf
550000,Hlm grand-yoff,Samsung,7.0,12,256,Neuf
500000,Hlm grand-yoff,iPhone,6.0,12,128,Neuf
375000,Hlm grand-yoff,iPhone,6.0,8,128,Neuf
500000,Plateau,Xiaomi,6.0,126,512,Neuf
360000,Plateau,Samsung,6.0,8,128,Neuf
245000,Plateau,Oppo,6.0,12,256,Neuf
545000,Plateau,Oppo,6.0,12,256,Neuf
80000,Parcelles Assainies,Samsung,6.0,4,128,Neuf
69900,Colobane,Motorola,6.0,12,64,Neuf
85000,Colobane,Xiaomi,6.0,8,256,Neuf
135000,Médina,Google,6.0,6,128,Neuf
1000000,Médina,Samsung,6.0,12,256,Neuf
450000,Médina,Huawei,6.0,8,256,Neuf
875000,Médina,Google,6.0,12,256,Neuf
165000,Colobane,Huawei,6.0,8,256,Neuf
95000,Gueule-Tapée,iPhone,6.0,12,64,Neuf
200000,Gueule-Tapée,iPhone,6.0,12,64,Neuf
300000,Gueule-Tapée,iPhone,6.0,12,256,Neuf
180000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
285000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
145000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
310000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
80000,Parcelles Assainies,LG,6.0,3,32,Neuf
710000,Médina,iPhone,6.0,12,128,Neuf
180000,Parcelles Assainies,Oppo,6.0,12,256,Neuf
720000,Médina,Samsung,6.0,12,256,Neuf
59900,Colobane,Tecno,6.0,8,128,Neuf
129900,Colobane,Huawei,6.0,8,128,Neuf
450000,Plateau,Huawei,6.0,8,256,Neuf
164900,Fass,Huawei,6.0,12,256,Neuf
50000,Parcelles Assainies,Samsung,6.0,3,32,Neuf
255000,Plateau,iPhone,6.0,6,256,Neuf
535000,Plateau,Samsung,6.0,12,256,Neuf
400000,Plateau,iPhone,6.0,6,128,Neuf
520000,Plateau,iPhone,6.0,8,256,Neuf
470000,Plateau,iPhone,6.0,8,128,Neuf
425000,Plateau,Samsung,6.0,12,256,Neuf
134900,Fass,Huawei,6.0,8,128,Neuf
980000,Point-e,Samsung,7.0,12,256,Neuf
270000,Point-e,Honor,6.0,8,256,Neuf
80000,Colobane,Samsung,6.0,4,128,Neuf
630000,Plateau,iPhone,6.0,6,256,Neuf
550000,Zone industrielle,Samsung,6.0,12,256,Neuf
285000,Guediawaye,Samsung,6.0,12,128,Neuf
450000,Guediawaye,Samsung,6.0,12,256,Neuf
300000,Médina,Samsung,6.0,12,256,Neuf
